season,lg,team,abbreviation,playoffs,age,w,l,pw,pl,mov,sos,srs,o_rtg,d_rtg,n_rtg,pace,f_tr,x3p_ar,ts_percent,e_fg_percent,tov_percent,orb_percent,ft_fga,opp_e_fg_percent,opp_tov_percent,drb_percent,opp_ft_fga,arena,attend,attend_g
2017,NBA,New Orleans Pelicans,NOP,0,25.7,34.0,48.0,35.0,47.0,-2.1,0.41,-1.69,105.2,107.4,-2.2,98.0,0.256,0.308,0.539,50.4,11.7,18.5,19.2,0.509,12.4,76.8,0.177,Smoothie King Center,663099.0,16173.0
2017,NBA,New York Knicks,NYK,0,27.3,31.0,51.0,31.0,51.0,-3.67,-0.2,-3.87,107.7,111.5,-3.8,96.0,0.239,0.279,0.534,49.6,12.4,26.6,18.8,0.511,11.7,74.1,0.214,Madison Square Garden (IV),810741.0,19774.0
2017,NBA,Oklahoma City Thunder,OKC,1,24.7,47.0,35.0,43.0,39.0,0.76,0.39,1.14,108.3,107.5,0.8,97.8,0.295,0.295,0.54,50.0,13.2,27.9,22.0,0.511,12.5,79.0,0.218,Chesapeake Energy Arena,746323.0,18203.0
2017,NBA,Orlando Magic,ORL,0,25.3,29.0,53.0,24.0,58.0,-6.57,-0.04,-6.61,103.7,110.5,-6.8,96.8,0.246,0.3,0.524,48.9,12.1,21.6,18.4,0.523,11.9,77.4,0.201,Amway Center,727875.0,17753.0
2017,NBA,Philadelphia 76ers,PHI,0,24.6,28.0,54.0,26.0,56.0,-5.7,-0.14,-5.83,103.2,108.9,-5.7,98.5,0.258,0.349,0.539,50.1,14.9,22.4,19.900000000000002,0.512,13.5,75.3,0.234,Wells Fargo Center,710557.0,17331.0
2017,NBA,Phoenix Suns,PHO,0,25.0,24.0,58.0,27.0,55.0,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,0.297,0.255,0.538,49.3,13.4,26.0,23.1,0.525,13.1,76.4,0.264,Talking Stick Resort Arena,708639.0,17134.0
2017,NBA,Portland Trail Blazers,POR,1,24.8,41.0,41.0,40.0,42.0,-0.52,0.3,-0.23,110.3,110.8,-0.5,96.7,0.275,0.322,0.559,52.0,12.5,23.0,21.4,0.508,11.6,76.8,0.241,Moda Center,792029.0,19318.0
2017,NBA,Sacramento Kings,SAC,0,27.9,32.0,50.0,31.0,51.0,-3.88,0.58,-3.29,107.3,111.3,-4.0,94.9,0.284,0.291,0.556,51.6,13.7,21.0,22.0,0.528,12.9,76.3,0.227,Golden 1 Center,721928.0,17608.0
2017,NBA,San Antonio Spurs,SAS,1,29.6,61.0,21.0,60.0,22.0,7.2,-0.06,7.13,111.1,103.5,7.6,94.2,0.263,0.281,0.564,52.400000000000006,12.6,24.0,21.0,0.492,13.5,77.6,0.192,AT&T Center,755347.0,18423.0
2017,NBA,Toronto Raptors,TOR,1,26.1,51.0,31.0,52.0,30.0,4.21,-0.56,3.65,112.3,107.8,4.5,94.7,0.293,0.289,0.561,51.7,11.8,25.0,23.3,0.507,13.5,76.3,0.223,Air Canada Centre,813050.0,19830.0
2017,NBA,Utah Jazz,UTA,1,26.8,51.0,31.0,52.0,30.0,3.94,0.06,4.0,109.6,105.3,4.3,91.6,0.288,0.327,0.563,52.6,13.2,23.2,21.5,0.493,11.8,78.9,0.195,Vivint Smart Home Arena,806142.0,19662.0
2017,NBA,Washington Wizards,WAS,1,26.0,49.0,33.0,46.0,36.0,1.8,-0.45,1.36,111.2,109.3,1.9,97.4,0.254,0.284,0.564,52.800000000000004,12.8,24.1,19.900000000000002,0.524,13.8,75.5,0.213,Verizon Center,697107.0,17003.0
2016,NBA,Atlanta Hawks,ATL,1,28.2,48.0,34.0,51.0,31.0,3.61,-0.12,3.49,105.1,101.4,3.7,97.1,0.237,0.336,0.552,51.6,13.8,19.1,18.5,0.48,14.4,74.6,0.194,Philips Arena,690150.0,16833.0
2016,NBA,Boston Celtics,BOS,1,25.2,48.0,34.0,50.0,32.0,3.21,-0.37,2.84,106.8,103.6,3.2,98.5,0.264,0.293,0.531,48.8,12.1,25.1,20.8,0.487,14.6,74.6,0.231,TD Garden,749076.0,18270.0
2016,NBA,Brooklyn Nets,BRK,0,26.9,21.0,61.0,22.0,60.0,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.246,0.218,0.527,49.2,13.6,24.1,18.6,0.534,13.1,75.7,0.176,Barclays Center,620142.0,15125.0
2016,NBA,Chicago Bulls,CHI,0,27.6,42.0,40.0,37.0,45.0,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,0.24,0.244,0.526,48.699999999999996,12.6,24.5,18.9,0.485,10.7,74.9,0.182,United Center,894659.0,21821.0
2016,NBA,Charlotte Hornets,CHO,1,26.0,48.0,34.0,49.0,33.0,2.72,-0.36,2.36,107.2,104.3,2.9,95.6,0.28,0.348,0.545,50.2,11.7,20.0,22.2,0.496,12.5,79.8,0.191,Time Warner Cable Arena,716894.0,17485.0
2016,NBA,Cleveland Cavaliers,CLE,1,28.1,57.0,25.0,57.0,25.0,6.0,-0.55,5.45,110.9,104.5,6.4,93.3,0.259,0.352,0.558,52.400000000000006,12.7,25.1,19.400000000000002,0.496,12.6,78.5,0.205,Quicken Loans Arena,843042.0,20562.0
2016,NBA,Dallas Mavericks,DAL,1,30.3,42.0,40.0,40.0,42.0,-0.3,0.29,-0.02,106.7,107.0,-0.3,94.3,0.265,0.339,0.544,50.2,12.0,20.6,21.099999999999998,0.504,12.8,76.2,0.198,American Airlines Center,825901.0,20144.0
2016,NBA,Denver Nuggets,DEN,0,24.7,33.0,49.0,33.0,49.0,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.282,0.277,0.531,48.9,13.2,25.8,21.6,0.515,12.6,77.3,0.216,Pepsi Center,577898.0,14095.0
2016,NBA,Detroit Pistons,DET,1,25.0,44.0,38.0,43.0,39.0,0.61,-0.18,0.43,106.1,105.5,0.6,95.1,0.296,0.303,0.522,49.1,12.2,27.0,19.7,0.504,12.5,79.3,0.196,The Palace of Auburn Hills,677138.0,16516.0
2016,NBA,Golden State Warriors,GSW,1,27.4,73.0,9.0,65.0,17.0,10.76,-0.38,10.38,114.5,103.8,10.7,99.3,0.25,0.362,0.593,56.3,13.5,23.5,19.1,0.479,12.6,76.0,0.208,Oracle Arena,803436.0,19596.0
2016,NBA,Houston Rockets,HOU,1,27.8,41.0,41.0,42.0,40.0,0.2,0.14,0.34,108.3,108.1,0.2,97.6,0.352,0.37,0.553,51.6,14.2,25.7,24.4,0.516,14.8,72.8,0.219,Toyota Center,737244.0,17982.0
2016,NBA,Indiana Pacers,IND,1,26.9,45.0,37.0,46.0,36.0,1.71,-0.09,1.62,104.6,102.9,1.7,96.6,0.268,0.27,0.536,49.7,13.5,23.4,20.5,0.489,14.3,76.0,0.205,Bankers Life Fieldhouse,690733.0,16847.0
2016,NBA,Los Angeles Clippers,LAC,1,29.7,53.0,29.0,53.0,29.0,4.28,-0.15,4.13,108.3,103.8,4.5,95.8,0.318,0.324,0.556,52.400000000000006,12.1,20.1,22.0,0.48,13.8,73.8,0.222,STAPLES Center,786910.0,19193.0
2016,NBA,Los Angeles Lakers,LAL,0,26.5,17.0,65.0,17.0,65.0,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,0.292,0.29,0.509,46.0,12.5,23.1,22.8,0.523,11.6,74.7,0.202,STAPLES Center,778877.0,18997.0
2016,NBA,Memphis Grizzlies,MEM,1,30.5,42.0,40.0,35.0,47.0,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.295,0.222,0.524,47.699999999999996,12.3,25.3,23.1,0.518,15.2,75.1,0.251,FedEx Forum,701894.0,17119.0
2016,NBA,Miami Heat,MIA,1,28.4,48.0,34.0,46.0,36.0,1.65,-0.14,1.5,106.1,104.4,1.7,93.6,0.282,0.221,0.545,50.8,13.3,23.8,21.0,0.485,12.1,77.8,0.196,AmericanAirlines Arena,809350.0,19740.0
2016,NBA,Milwaukee Bucks,MIL,0,23.5,33.0,49.0,29.0,53.0,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.276,0.189,0.537,49.9,14.2,24.9,20.7,0.51,14.2,73.1,0.221,BMO Harris Bradley Center,621808.0,15166.0
2016,NBA,Minnesota Timberwolves,MIN,0,24.6,29.0,53.0,31.0,51.0,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.332,0.202,0.549,49.8,13.9,24.3,26.3,0.524,13.6,74.7,0.2,Target Center,581178.0,14175.0
2016,NBA,New Orleans Pelicans,NOP,0,26.6,30.0,52.0,31.0,51.0,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,0.259,0.277,0.537,49.8,12.3,21.2,20.1,0.523,12.7,78.8,0.225,Smoothie King Center,688549.0,16794.0
2016,NBA,New York Knicks,NYK,0,27.2,32.0,50.0,33.0,49.0,-2.73,0.0,-2.74,104.6,107.6,-3.0,93.4,0.255,0.256,0.527,48.3,12.6,23.7,20.5,0.487,10.5,75.8,0.204,Madison Square Garden (IV),812292.0,19812.0
2016,NBA,Oklahoma City Thunder,OKC,1,25.8,55.0,27.0,59.0,23.0,7.28,-0.19,7.09,113.1,105.6,7.5,96.7,0.292,0.275,0.565,52.400000000000006,14.0,31.1,22.8,0.484,11.7,76.0,0.205,Chesapeake Energy Arena,746323.0,18203.0
2016,NBA,Orlando Magic,ORL,0,23.9,35.0,47.0,36.0,46.0,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,0.232,0.255,0.533,50.0,12.8,23.1,17.5,0.513,13.8,76.5,0.215,Amway Center,719275.0,17515.0
2016,NBA,Philadelphia 76ers,PHI,0,23.3,10.0,72.0,16.0,66.0,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.269,0.327,0.519,48.699999999999996,14.8,20.6,18.6,0.51,13.5,74.0,0.24,Wells Fargo Center,614650.0,14991.0
2016,NBA,Phoenix Suns,PHO,0,26.0,23.0,59.0,24.0,58.0,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,0.271,0.302,0.526,48.699999999999996,15.2,25.4,20.4,0.523,13.5,77.1,0.237,Talking Stick Resort Arena,701405.0,17107.0
2016,NBA,Portland Trail Blazers,POR,1,24.3,44.0,38.0,43.0,39.0,0.83,0.15,0.98,108.8,108.0,0.8,96.0,0.268,0.332,0.548,51.1,13.2,25.9,20.200000000000003,0.503,12.1,76.2,0.225,Moda Center,794085.0,19368.0
2016,NBA,Sacramento Kings,SAC,0,26.6,33.0,49.0,34.0,48.0,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,0.295,0.26,0.546,51.0,14.2,23.9,21.4,0.521,14.0,74.9,0.202,Sleep Train Arena,707526.0,17222.0
2016,NBA,San Antonio Spurs,SAS,1,30.3,67.0,15.0,67.0,15.0,10.63,-0.36,10.28,110.3,99.0,11.3,93.8,0.246,0.223,0.564,52.6,12.4,23.0,19.7,0.477,14.1,79.1,0.182,AT&T Center,756445.0,18450.0
2016,NBA,Toronto Raptors,TOR,1,26.3,56.0,26.0,53.0,29.0,4.5,-0.42,4.08,110.0,105.2,4.8,92.9,0.328,0.287,0.552,50.4,12.3,24.6,25.5,0.498,12.7,77.7,0.201,Air Canada Centre,812863.0,19826.0
2016,NBA,Utah Jazz,UTA,0,24.2,40.0,42.0,46.0,36.0,1.79,0.05,1.84,105.9,103.9,2.0,91.0,0.286,0.297,0.54,50.1,14.2,25.9,21.3,0.495,13.5,77.7,0.21,Vivint Smart Home Arena,791489.0,19305.0
2016,NBA,Washington Wizards,WAS,0,27.3,41.0,41.0,40.0,42.0,-0.5,0.0,-0.5,105.3,105.8,-0.5,98.5,0.263,0.282,0.544,51.1,13.1,20.6,19.2,0.515,14.6,77.7,0.218,Verizon Center,725426.0,17693.0
2015,NBA,Atlanta Hawks,ATL,1,27.8,60.0,22.0,56.0,26.0,5.43,-0.68,4.75,108.9,103.1,5.8,93.9,0.259,0.321,0.563,52.7,13.5,21.4,20.1,0.492,14.9,73.4,0.185,Philips Arena,713909.0,17412.0
2015,NBA,Boston Celtics,BOS,1,25.0,40.0,42.0,41.0,41.0,0.16,-0.56,-0.4,104.7,104.5,0.2,95.8,0.233,0.28,0.523,48.9,12.5,24.7,17.599999999999998,0.494,13.7,75.0,0.208,TD Garden,721350.0,17594.0
2015,NBA,Brooklyn Nets,BRK,1,28.6,38.0,44.0,33.0,49.0,-2.88,-0.25,-3.13,104.4,107.4,-3.0,92.7,0.267,0.24,0.529,49.1,13.0,23.9,20.0,0.506,12.9,73.7,0.185,Barclays Center,698529.0,17037.0
2015,NBA,Chicago Bulls,CHI,1,28.8,50.0,32.0,50.0,32.0,3.0,-0.46,2.54,107.5,104.3,3.2,92.8,0.304,0.269,0.536,48.9,12.9,27.0,23.799999999999997,0.473,11.3,74.4,0.182,United Center,886612.0,21625.0
2015,NBA,Charlotte Hornets,CHO,0,26.0,33.0,49.0,32.0,50.0,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,0.269,0.226,0.498,45.6,11.2,22.1,20.200000000000003,0.487,12.0,79.3,0.188,Time Warner Cable Arena,704886.0,17192.0
2015,NBA,Cleveland Cavaliers,CLE,1,26.9,53.0,29.0,53.0,29.0,4.48,-0.4,4.08,111.1,106.3,4.8,92.3,0.287,0.334,0.557,52.0,13.4,26.8,21.6,0.502,12.6,74.7,0.177,Quicken Loans Arena,843042.0,20562.0
2015,NBA,Dallas Mavericks,DAL,1,29.9,50.0,32.0,49.0,33.0,2.9,0.46,3.36,109.5,106.4,3.1,95.2,0.262,0.296,0.55,51.5,11.9,23.6,19.7,0.503,14.7,72.2,0.204,American Airlines Center,827702.0,20188.0
2015,NBA,Denver Nuggets,DEN,0,26.4,30.0,52.0,31.0,51.0,-3.55,0.48,-3.07,104.5,108.2,-3.7,96.1,0.278,0.284,0.518,47.9,12.7,26.6,20.4,0.504,13.0,74.7,0.239,Pepsi Center,602707.0,14700.0
2015,NBA,Detroit Pistons,DET,0,25.9,32.0,50.0,38.0,44.0,-1.0,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.261,0.29,0.515,48.199999999999996,12.3,27.7,18.4,0.502,13.2,75.0,0.192,The Palace of Auburn Hills,625917.0,15266.0
2015,NBA,Golden State Warriors,GSW,1,26.6,67.0,15.0,65.0,17.0,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.239,0.311,0.571,54.0,13.1,24.1,18.4,0.47,14.3,74.5,0.217,Oracle Arena,803436.0,19596.0
2015,NBA,Houston Rockets,HOU,1,27.6,56.0,26.0,50.0,32.0,3.44,0.38,3.82,107.0,103.4,3.6,96.5,0.312,0.392,0.548,51.2,15.0,26.8,22.3,0.486,14.6,72.9,0.208,Toyota Center,747412.0,18230.0
2015,NBA,Indiana Pacers,IND,0,28.3,38.0,44.0,42.0,40.0,0.28,-0.51,-0.23,103.5,103.2,0.3,93.2,0.266,0.255,0.523,48.4,13.1,24.0,20.1,0.478,12.0,77.9,0.217,Bankers Life Fieldhouse,691434.0,16864.0
2015,NBA,Los Angeles Clippers,LAC,1,28.8,56.0,26.0,58.0,24.0,6.59,0.22,6.8,112.4,105.5,6.9,94.7,0.303,0.322,0.565,53.300000000000004,11.6,22.8,21.5,0.493,13.2,75.7,0.231,STAPLES Center,785892.0,19168.0
2015,NBA,Los Angeles Lakers,LAL,0,27.0,21.0,61.0,23.0,59.0,-6.84,0.67,-6.17,103.4,110.6,-7.2,94.0,0.276,0.22,0.513,47.3,12.1,25.4,20.4,0.518,12.1,76.3,0.231,STAPLES Center,768244.0,18738.0
2015,NBA,Memphis Grizzlies,MEM,1,29.6,55.0,27.0,50.0,32.0,3.24,0.38,3.62,105.7,102.2,3.5,92.0,0.276,0.184,0.531,48.9,12.6,24.7,21.4,0.492,14.5,75.3,0.183,FedEx Forum,710502.0,17329.0
2015,NBA,Miami Heat,MIA,0,28.5,37.0,45.0,33.0,49.0,-2.6,-0.32,-2.92,103.9,106.7,-2.8,90.9,0.306,0.262,0.54,50.0,14.5,23.2,22.7,0.505,14.2,73.4,0.213,AmericanAirlines Arena,808223.0,19713.0
2015,NBA,Milwaukee Bucks,MIL,1,24.6,41.0,41.0,42.0,40.0,0.43,-0.52,-0.09,102.7,102.2,0.5,94.1,0.258,0.223,0.536,49.9,15.5,25.4,19.5,0.487,15.9,73.3,0.221,BMO Harris Bradley Center,593910.0,14813.0
2015,NBA,Minnesota Timberwolves,MIN,0,24.4,16.0,66.0,19.0,63.0,-8.79,0.79,-8.0,102.9,112.2,-9.3,94.4,0.309,0.179,0.517,46.800000000000004,13.7,26.6,24.0,0.537,13.9,71.6,0.187,Target Center,595652.0,14416.0
2015,NBA,New Orleans Pelicans,NOP,1,25.3,45.0,37.0,43.0,39.0,0.79,0.34,1.13,108.2,107.3,0.9,91.4,0.263,0.233,0.537,50.1,12.5,27.1,19.8,0.496,11.7,75.1,0.195,Smoothie King Center,683757.0,16677.0
2015,NBA,New York Knicks,NYK,0,26.9,17.0,65.0,17.0,65.0,-9.32,-0.18,-9.5,99.9,110.0,-10.1,91.2,0.234,0.24,0.508,47.0,14.0,24.5,18.0,0.512,13.3,73.1,0.234,Madison Square Garden (IV),812292.0,19812.0
2015,NBA,Oklahoma City Thunder,OKC,0,25.4,45.0,37.0,47.0,35.0,2.18,0.28,2.47,107.8,105.5,2.3,95.7,0.284,0.262,0.532,49.2,13.1,28.9,21.4,0.489,12.4,75.6,0.213,Chesapeake Energy Arena,746323.0,18203.0
2015,NBA,Orlando Magic,ORL,0,24.3,25.0,57.0,25.0,57.0,-5.72,-0.15,-5.87,101.6,107.7,-6.1,93.8,0.23,0.235,0.524,49.4,14.0,23.1,16.8,0.514,13.6,76.0,0.21,Amway Center,688194.0,16785.0
2015,NBA,Philadelphia 76ers,PHI,0,23.2,18.0,64.0,18.0,64.0,-8.98,-0.07,-9.04,95.5,104.8,-9.3,95.7,0.288,0.319,0.494,45.9,16.0,25.5,19.5,0.497,15.2,73.0,0.225,Wells Fargo Center,571572.0,13941.0
2015,NBA,Phoenix Suns,PHO,0,25.7,39.0,43.0,38.0,44.0,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.251,0.291,0.537,50.1,13.7,24.5,19.1,0.497,14.0,73.5,0.221,US Airways Center,693862.0,16923.0
2015,NBA,Portland Trail Blazers,POR,1,27.0,51.0,31.0,53.0,29.0,4.23,0.18,4.41,108.2,103.7,4.5,94.2,0.225,0.316,0.544,50.8,12.6,24.2,18.0,0.476,11.3,76.2,0.182,Moda Center,798368.0,19472.0
2015,NBA,Sacramento Kings,SAC,0,26.0,29.0,53.0,31.0,51.0,-3.71,0.64,-3.07,105.3,109.2,-3.9,95.4,0.363,0.204,0.542,49.0,14.8,26.5,27.6,0.507,11.8,75.2,0.2,Sleep Train Arena,680049.0,16587.0
2015,NBA,San Antonio Spurs,SAS,1,29.8,55.0,27.0,58.0,24.0,6.2,0.14,6.34,108.5,102.0,6.5,93.8,0.256,0.269,0.555,51.7,13.1,23.4,20.0,0.484,13.3,77.3,0.19,AT&T Center,762855.0,18606.0
2015,NBA,Toronto Raptors,TOR,1,26.1,49.0,33.0,49.0,33.0,3.07,-0.62,2.45,111.0,107.7,3.3,92.8,0.295,0.302,0.553,50.8,12.0,25.6,23.200000000000003,0.506,13.4,73.3,0.208,Air Canada Centre,809824.0,19752.0
2015,NBA,Utah Jazz,UTA,0,23.4,38.0,44.0,42.0,40.0,0.22,0.49,0.71,105.1,104.9,0.2,90.4,0.297,0.274,0.531,49.4,14.6,29.1,21.4,0.491,12.8,76.3,0.199,EnergySolutions Arena,772059.0,18831.0
2015,NBA,Washington Wizards,WAS,1,28.6,46.0,36.0,43.0,39.0,0.72,-0.55,0.17,103.7,103.0,0.7,93.7,0.259,0.203,0.534,49.9,14.0,24.9,19.2,0.481,12.9,77.3,0.21,Verizon Center,747796.0,18239.0
2014,NBA,Atlanta Hawks,ATL,1,27.5,38.0,44.0,40.0,42.0,-0.48,-0.4,-0.88,105.9,106.4,-0.5,94.6,0.266,0.316,0.554,51.5,14.3,21.0,20.8,0.51,14.0,74.4,0.196,Philips Arena,587927.0,14231.0
2014,NBA,Boston Celtics,BOS,0,25.4,25.0,57.0,28.0,54.0,-4.46,-0.51,-4.97,102.9,107.7,-4.8,93.3,0.248,0.251,0.517,47.699999999999996,14.2,27.4,19.3,0.505,13.4,74.2,0.227,TD Garden,742400.0,18107.0
2014,NBA,Brooklyn Nets,BRK,1,30.0,44.0,38.0,38.0,44.0,-1.0,-0.58,-1.58,106.7,107.7,-1.0,91.4,0.313,0.301,0.555,51.4,14.1,21.7,23.599999999999998,0.509,14.9,72.3,0.236,Barclays Center,707331.0,17252.0
2014,NBA,Charlotte Bobcats,CHA,1,25.5,43.0,39.0,40.0,42.0,-0.22,-0.67,-0.89,103.6,103.8,-0.2,92.4,0.297,0.219,0.522,48.1,11.7,21.9,21.9,0.491,12.6,77.6,0.183,Time Warner Cable Arena,636268.0,15519.0
2014,NBA,Chicago Bulls,CHI,1,28.6,48.0,34.0,47.0,35.0,1.85,-0.66,1.2,102.5,100.5,2.0,90.2,0.29,0.222,0.518,47.099999999999994,14.2,27.2,22.6,0.471,13.7,75.4,0.189,United Center,890370.0,21716.0
2014,NBA,Cleveland Cavaliers,CLE,0,24.9,33.0,49.0,32.0,50.0,-3.29,-0.57,-3.86,104.2,107.7,-3.5,93.1,0.268,0.236,0.518,47.9,13.0,27.2,20.1,0.508,13.0,75.8,0.199,Quicken Loans Arena,710522.0,17330.0
2014,NBA,Dallas Mavericks,DAL,1,30.6,49.0,33.0,48.0,34.0,2.4,0.5,2.91,111.2,108.7,2.5,93.5,0.253,0.274,0.564,52.6,12.7,24.6,20.1,0.515,14.8,72.7,0.229,American Airlines Center,817982.0,19951.0
2014,NBA,Denver Nuggets,DEN,0,26.0,36.0,46.0,35.0,47.0,-2.15,0.75,-1.4,106.0,108.2,-2.2,98.1,0.306,0.278,0.536,49.7,14.0,27.5,22.2,0.5,12.8,74.5,0.233,Pepsi Center,692898.0,16900.0
2014,NBA,Detroit Pistons,DET,0,24.7,29.0,53.0,31.0,51.0,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,0.296,0.222,0.514,48.199999999999996,12.9,31.4,19.900000000000002,0.52,13.8,73.4,0.218,The Palace of Auburn Hills,616005.0,15025.0
2014,NBA,Golden State Warriors,GSW,1,26.3,51.0,31.0,54.0,28.0,4.8,0.34,5.15,107.5,102.6,4.9,96.2,0.247,0.291,0.55,51.7,13.8,25.1,18.6,0.477,13.6,76.3,0.224,Oracle Arena,803436.0,19596.0
2014,NBA,Houston Rockets,HOU,1,25.4,54.0,28.0,53.0,29.0,4.56,0.5,5.06,111.0,106.3,4.7,96.3,0.386,0.33,0.571,53.1,14.6,27.4,27.500000000000004,0.489,12.5,74.1,0.193,Toyota Center,743082.0,18124.0
2014,NBA,Indiana Pacers,IND,1,27.2,56.0,26.0,54.0,28.0,4.4,-0.77,3.63,104.1,99.3,4.8,92.5,0.29,0.235,0.535,49.0,14.3,24.9,22.6,0.46,12.9,76.8,0.197,Bankers Life Fieldhouse,717542.0,17501.0
2014,NBA,Los Angeles Clippers,LAC,1,28.1,57.0,25.0,59.0,23.0,6.98,0.3,7.27,112.1,104.8,7.3,95.9,0.353,0.291,0.567,52.6,12.7,25.0,25.8,0.484,13.8,72.5,0.222,STAPLES Center,787692.0,19212.0
2014,NBA,Los Angeles Lakers,LAL,0,26.8,27.0,55.0,25.0,57.0,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,0.263,0.291,0.542,50.5,13.7,20.2,19.900000000000002,0.513,12.4,71.0,0.192,STAPLES Center,771974.0,18829.0
2014,NBA,Memphis Grizzlies,MEM,1,28.5,50.0,32.0,46.0,36.0,1.57,0.61,2.18,106.3,104.6,1.7,89.9,0.248,0.171,0.529,49.4,13.1,28.3,18.4,0.497,13.8,75.7,0.199,FedEx Forum,685458.0,16718.0
2014,NBA,Miami Heat,MIA,1,30.6,54.0,28.0,54.0,28.0,4.76,-0.61,4.15,110.9,105.8,5.1,91.2,0.3,0.292,0.59,55.400000000000006,14.6,20.6,22.8,0.511,15.8,73.0,0.212,AmericanAirlines Arena,811036.0,19781.0
2014,NBA,Milwaukee Bucks,MIL,0,24.7,15.0,67.0,20.0,62.0,-8.18,-0.23,-8.41,103.0,111.8,-8.8,91.8,0.274,0.231,0.519,47.9,14.1,27.1,20.4,0.52,13.2,71.4,0.225,BMO Harris Bradley Center,552067.0,13465.0
2014,NBA,Minnesota Timberwolves,MIN,0,26.3,40.0,42.0,48.0,34.0,2.67,0.43,3.1,108.9,106.2,2.7,97.3,0.321,0.245,0.535,48.6,12.2,27.4,24.9,0.518,14.8,74.4,0.177,Target Center,597157.0,14565.0
2014,NBA,New Orleans Pelicans,NOP,0,24.3,34.0,48.0,33.0,49.0,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,0.286,0.193,0.537,49.5,12.9,26.9,22.0,0.515,13.6,73.8,0.249,Smoothie King Center,672029.0,16391.0
2014,NBA,New York Knicks,NYK,0,28.3,37.0,45.0,39.0,43.0,-0.79,-0.61,-1.4,108.3,109.1,-0.8,90.3,0.248,0.302,0.541,50.5,12.5,25.1,18.9,0.514,14.0,74.3,0.245,Madison Square Garden (IV),812292.0,19812.0
2014,NBA,Oklahoma City Thunder,OKC,1,26.2,59.0,23.0,58.0,24.0,6.34,0.32,6.66,110.5,103.9,6.6,95.4,0.303,0.271,0.566,52.0,14.0,26.5,24.4,0.488,13.9,75.6,0.221,Chesapeake Energy Arena,746323.0,18203.0
2014,NBA,Orlando Magic,ORL,0,24.6,23.0,59.0,26.0,56.0,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,0.253,0.235,0.525,48.699999999999996,13.9,22.4,19.3,0.504,13.0,75.5,0.211,Amway Center,666046.0,16245.0
2014,NBA,Philadelphia 76ers,PHI,0,23.4,19.0,63.0,16.0,66.0,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,0.268,0.258,0.51,47.5,14.8,24.8,19.0,0.524,14.9,72.4,0.244,Wells Fargo Center,568632.0,13869.0
2014,NBA,Phoenix Suns,PHO,0,26.2,48.0,34.0,48.0,34.0,2.63,0.39,3.02,109.5,106.7,2.8,95.8,0.293,0.3,0.558,51.9,14.0,26.4,22.2,0.496,13.9,73.7,0.237,US Airways Center,650739.0,15872.0
2014,NBA,Portland Trail Blazers,POR,1,25.8,54.0,28.0,52.0,30.0,3.99,0.45,4.44,111.5,107.4,4.1,94.9,0.27,0.29,0.548,50.4,12.4,28.0,22.0,0.488,10.9,74.7,0.194,Moda Center,809612.0,19747.0
2014,NBA,Sacramento Kings,SAC,0,24.9,28.0,54.0,33.0,49.0,-2.9,0.82,-2.08,105.7,108.8,-3.1,94.4,0.331,0.218,0.532,48.4,13.9,27.8,25.1,0.512,12.7,76.6,0.234,Sleep Train Arena,667949.0,16291.0
2014,NBA,San Antonio Spurs,SAS,1,28.9,62.0,20.0,61.0,21.0,7.72,0.28,8.0,110.5,102.4,8.1,95.0,0.24,0.257,0.571,53.7,13.5,22.7,18.8,0.482,12.8,76.4,0.184,AT&T Center,755031.0,18415.0
2014,NBA,Toronto Raptors,TOR,1,25.6,48.0,34.0,50.0,32.0,3.24,-0.69,2.55,108.8,105.3,3.5,91.8,0.306,0.285,0.545,49.8,13.2,27.2,23.9,0.493,14.1,74.9,0.237,Air Canada Centre,748339.0,18252.0
2014,NBA,Utah Jazz,UTA,0,24.5,25.0,57.0,22.0,60.0,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,0.271,0.237,0.523,48.4,13.9,25.5,20.200000000000003,0.518,12.1,74.5,0.227,EnergySolutions Arena,745203.0,18176.0
